loss,acc,val_loss,val_acc
2.0764220158259072,0.2801333327558306,1.7978689708709716,0.3566999981403351
1.7198931191762288,0.36732222305403817,1.6655964679718018,0.3825
1.6485903963512845,0.386700000445048,1.6258499431610107,0.3924000005722046
1.6117996123631795,0.4022111111746894,1.5929598035812378,0.4069999988079071
1.576675078815884,0.41420000025961135,1.5722049627304078,0.4181000056266785
1.5430668871137831,0.4255333337253994,1.5319511365890504,0.4281000003814697
1.5068780828052097,0.4364444452126821,1.4968340063095094,0.4457000021934509
1.471565664291382,0.44938888910081654,1.4594160404205323,0.4512000012397766
1.4317992038726806,0.46293333310551116,1.413331579208374,0.4717999999523163
1.3854671453899807,0.4818666663964589,1.3644236364364624,0.495
1.3444943694008722,0.49959999752044676,1.3324385957717895,0.5018999991416931
1.3130863998201159,0.5119333332909478,1.2973030853271483,0.5235000004768372
1.2747607202529907,0.52801111152437,1.2654256429672242,0.5302000017166137
1.246513790236579,0.5382444444232517,1.2471061534881591,0.5367000064849854
1.2198840431637235,0.5489222234619988,1.2202187023162843,0.5489000015258789
1.192878096792433,0.5585222210884094,1.1877068166732787,0.5587999987602233
1.168298642264472,0.568855555958218,1.2023698348999023,0.5522000045776367
1.1545933195749918,0.5741333318816291,1.1750665893554688,0.565200005531311
1.128876015769111,0.582977777587043,1.1447831726074218,0.5770000038146973
1.1118278641170924,0.5899222216076321,1.1339489097595215,0.5757999982833862
1.0939758230845134,0.596777780479855,1.1469173450469972,0.5758999972343445
1.0813667455249363,0.601355553679996,1.104123411178589,0.5858999981880187
1.065610618379381,0.6072555554707845,1.0881559762954711,0.5929000000953675
1.0502836471133763,0.6151444433000353,1.0946794519424439,0.5908999938964844
1.0382963837517631,0.6184333329730564,1.0737900094985962,0.6019000043869018
1.0212358866797553,0.6254222204950121,1.0559448165893555,0.6063000025749207
1.0084752895567153,0.629566666815016,1.0574592471122741,0.605800003528595
0.9938034758037991,0.6359777794414097,1.0469339141845704,0.6113000020980836
0.98276259220971,0.6403888888888889,1.0356175928115845,0.6117999992370605
0.9693915329509312,0.6454222228791978,1.029962055683136,0.6133000063896179
0.9565311093860203,0.649888888253106,1.0246134867668153,0.6163999962806702
0.9480059262381659,0.6530666671329074,1.0211914215087892,0.6167999963760376
0.9371736012564765,0.6571555565728081,1.00846338224411,0.6211999955177308
0.9220268614027235,0.6626000013881259,1.0086556577682495,0.6209999976158143
0.9092480261060927,0.6687888904147677,0.9993265299797058,0.6243999919891358
0.9033455377684699,0.669955558458964,1.0025160102844237,0.6282999939918518
0.888511919286516,0.6773777766757542,0.9851316194534302,0.6316000008583069
0.8759705149862501,0.6817444450060527,0.9788915033340454,0.6310999999046326
0.8690715674824185,0.6836111101574368,0.9909011001586914,0.6283000025749207
0.8585874149534437,0.6885222214592828,0.9804136095046997,0.6325000028610229
0.8493556814193726,0.6920777759552001,0.9696474299430847,0.6361999950408935
0.8364948772854275,0.6970666657553779,0.9710452733039856,0.6379000062942505
0.8306232644187079,0.6986333327823215,0.9668541522026062,0.6383999962806701
0.8174477499855889,0.703933332602183,0.9624614562988282,0.6411000003814697
